PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,los angeles,,,,,,,,,
Location:,"LOS ANGELES INTL ARPT, CA",,,,,,,,,
Lat (deg N):,33.93,,,,,,,,,
Long (deg W):,118.4,,,,,,,,,
Elev (m):,30,,,,,,,,,
DC System Size (kW):,1,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,34.1,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.1,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.13,,,,,,,,,
Capacity Factor (%),"18.3	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,17,15,353,94,23.9,3.6,335.036,31.292,274.298,262.517
1,17,16,61,36,22.2,3.1,66.112,23.097,55.074,48.466
1,17,17,0,0,21.7,2.1,0,21.7,0,0
1,17,18,0,0,21.1,4.1,0,21.1,0,0
1,17,19,0,0,21.1,3.6,0,21.1,0,0
1,17,20,0,0,20.6,2.1,0,20.6,0,0
1,17,21,0,0,18.3,1.5,0,18.3,0,0
1,17,22,0,0,15,2.1,0,15,0,0
1,17,23,0,0,15,1,0,15,0,0
1,18,0,0,0,15,0,0,15,0,0
1,18,1,0,0,13.9,0,0,13.9,0,0
1,18,2,0,0,13.3,0,0,13.3,0,0
1,18,3,0,0,12.8,2.1,0,12.8,0,0
1,18,4,0,0,13.3,1.5,0,13.3,0,0
1,18,5,0,0,13.3,1.5,0,13.3,0,0
1,18,6,0,0,13.3,0,0,13.3,0,0
1,18,7,29,45,16.1,1.5,66.176,15.935,58.118,51.45
1,18,8,295,102,17.8,2.6,292.137,23.632,247.608,236.544
1,18,9,206,152,20,2.1,335.459,28.079,283.107,271.084
1,18,10,2,223,22.8,1,220.67,29.396,185.852,176.355
1,18,11,10,205,25,2.1,205.423,29.502,172.92,163.735
1,18,12,1,235,26.1,1,229.515,32.395,190.522,180.912
1,18,13,5,210,24.4,3.6,208.067,28.217,176.224,166.96
1,18,14,6,188,24.4,2.6,190.213,28.176,161.112,152.206
1,18,15,6,103,21.7,2.6,102.601,23.193,88.893,81.594
1,18,16,2,39,19.4,2.1,38.486,18.951,33.963,27.766
1,18,17,0,2,17.2,4.1,1.828,15.828,1.64,0
1,18,18,0,0,17.2,3.6,0,17.2,0,0
1,18,19,0,0,17.2,3.1,0,17.2,0,0
1,18,20,0,0,17.2,3.6,0,17.2,0,0
1,18,21,0,0,17.2,2.1,0,17.2,0,0
1,18,22,0,0,17.2,2.6,0,17.2,0,0
1,18,23,0,0,16.7,2.6,0,16.7,0,0
1,19,0,0,0,15.6,0,0,15.6,0,0
1,19,1,0,0,15.6,0,0,15.6,0,0
1,19,2,0,0,15,0,0,15,0,0
1,19,3,0,0,13.3,0,0,13.3,0,0
1,19,4,0,0,13.3,2.1,0,13.3,0,0
1,19,5,0,0,13.3,1.5,0,13.3,0,0
1,19,6,0,0,13.3,2.6,0,13.3,0,0
1,19,7,0,37,15,2.1,38.091,14.088,34.438,28.233
1,19,8,0,115,16.1,1.5,115.117,17.565,102.46,94.872
1,19,9,1,183,16.7,2.6,181.865,19.893,160.152,151.269
1,19,10,2,261,18.3,3.1,264.246,23.459,228.894,218.319
1,19,11,204,292,21.1,2.6,525.129,33.192,434.119,417.534
1,19,12,87,214,22.2,2.1,303.064,30.168,254.264,243.024
1,19,13,283,217,23.3,2.1,509.941,35.887,415.738,399.75
1,19,14,110,212,21.7,3.6,313.728,28.467,264.872,253.347
1,19,15,175,127,18.9,3.6,249.695,23.778,213.292,203.115
1,19,16,20,61,17.2,3.1,82.762,18.188,72.694,65.731
1,19,17,0,0,16.7,3.6,0,16.7,0,0
1,19,18,0,0,16.7,4.1,0,16.7,0,0
1,19,19,0,0,16.1,3.1,0,16.1,0,0
1,19,20,0,0,16.1,3.1,0,16.1,0,0
1,19,21,0,0,16.1,1.5,0,16.1,0,0
1,19,22,0,0,15.6,2.1,0,15.6,0,0
1,19,23,0,0,14.4,2.1,0,14.4,0,0
1,20,0,0,0,14.4,0,0,14.4,0,0
1,20,1,0,0,13.9,0,0,13.9,0,0
1,20,2,0,0,13.9,0,0,13.9,0,0
1,20,3,0,0,13.9,1.5,0,13.9,0,0
1,20,4,0,0,13.9,2.1,0,13.9,0,0
1,20,5,0,0,13.9,0,0,13.9,0,0
1,20,6,0,0,14.4,0,0,14.4,0,0
1,20,7,2,29,14.4,0,27.829,11.677,25.345,19.313
1,20,8,6,68,15.6,0,65.207,14.996,58.604,51.926
1,20,9,6,165,16.1,2.1,164.705,18.879,145.685,137.137
1,20,10,5,164,17.2,1,158.583,20.923,138.986,130.592
1,20,11,8,303,18.3,1.5,313.396,26.083,268.145,256.531
1,20,12,4,216,18.9,1.5,211.1,24.353,182.096,172.69
1,20,13,0,246,19.4,3.6,243.521,23.911,210.5,200.393
1,20,14,2,164,18.3,6.2,159.381,20.233,140.129,131.708
1,20,15,1,105,16.7,6.2,101.344,17.499,90.213,82.886
1,20,16,0,24,16.1,5.2,21.248,15.361,19.101,13.186
1,20,17,0,2,15.6,8.8,1.828,14.711,1.648,0
1,20,18,0,0,15.6,5.2,0,15.6,0,0
1,20,19,0,0,15.6,2.6,0,15.6,0,0
1,20,20,0,0,15,2.6,0,15,0,0
1,20,21,0,0,14.4,3.6,0,14.4,0,0
1,20,22,0,0,14.4,3.1,0,14.4,0,0
1,20,23,0,0,14.4,1.5,0,14.4,0,0
1,21,0,0,0,14.4,1.5,0,14.4,0,0
1,21,1,0,0,14.4,0,0,14.4,0,0
1,21,2,0,0,14.4,0,0,14.4,0,0
1,21,3,0,0,13.9,0,0,13.9,0,0
1,21,4,0,0,13.9,0,0,13.9,0,0
1,21,5,0,0,13.9,1.5,0,13.9,0,0
1,21,6,0,0,13.9,1.5,0,13.9,0,0
1,21,7,0,33,13.9,0,32.205,11.357,29.472,23.362
1,21,8,0,135,13.9,2.1,139.451,15.85,125.085,117.003
1,21,9,200,198,15,1.5,373.826,24.447,321.134,308.036
1,21,10,360,168,15.6,2.1,531.838,29.065,448.058,431.013
1,21,11,371,232,16.1,1.5,626.216,34.068,515.417,496.054
1,21,12,320,247,17.2,4.1,598.101,29.947,502.271,483.372
1,21,13,657,127,17.8,3.6,761.94,34.657,624.7,601.248
1,21,14,322,116,17.2,5.2,401.412,24.799,343.983,330.215
1,21,15,474,95,16.7,3.6,410.012,25.374,344.92,331.123
1,21,16,147,53,15.6,3.1,128.655,18.086,108.704,100.982
1,21,17,6,3,14.4,2.6,4.259,13.058,3.547,0
1,21,18,0,0,14.4,2.1,0,14.4,0,0
1,21,19,0,0,14.4,2.6,0,14.4,0,0
1,21,20,0,0,14.4,1.5,0,14.4,0,0
1,21,21,0,0,14.4,1.5,0,14.4,0,0
1,21,22,0,0,13.9,1.5,0,13.9,0,0
1,21,23,0,0,13.9,1,0,13.9,0,0
1,22,0,0,0,13.9,0,0,13.9,0,0
1,22,1,0,0,13.3,0,0,13.3,0,0
1,22,2,0,0,12.2,0,0,12.2,0,0
1,22,3,0,0,12.2,0,0,12.2,0,0
1,22,4,0,0,12.2,0,0,12.2,0,0
1,22,5,0,0,12.2,0,0,12.2,0,0
1,22,6,0,0,12.2,0,0,12.2,0,0
1,22,7,17,36,12.2,1,45.385,11.183,40.824,34.496
1,22,8,74,106,13.3,0,152.749,17.312,134.75,126.452
1,22,9,169,195,15,2.1,346.628,22.928,299.993,287.498
1,22,10,295,283,16.7,3.6,581.617,29.073,490.141,471.666
1,22,11,442,248,17.2,2.1,712.514,35.85,581.312,559.532
1,22,12,749,110,17.8,3.1,864.519,38.078,697.492,671.091
1,22,13,389,208,17.8,3.1,593.765,32.299,492.637,474.075
1,22,14,233,176,17.8,3.1,389.566,26.927,330.893,317.51
1,22,15,353,96,17.2,4.1,339.438,23.936,288.122,275.96
1,22,16,119,47,16.7,4.1,108.891,18.305,92.139,84.771
1,22,17,1,1,15.6,3.1,1.166,14.216,1,0
1,22,18,0,0,15,3.6,0,15,0,0
1,22,19,0,0,14.4,3.6,0,14.4,0,0
1,22,20,0,0,14.4,3.6,0,14.4,0,0
1,22,21,0,0,13.9,3.1,0,13.9,0,0
1,22,22,0,0,13.3,3.1,0,13.3,0,0
1,22,23,0,0,13.3,2.1,0,13.3,0,0
1,23,0,0,0,13.3,2.1,0,13.3,0,0
1,23,1,0,0,12.8,1,0,12.8,0,0
1,23,2,0,0,12.8,0,0,12.8,0,0
1,23,3,0,0,11.1,0,0,11.1,0,0
1,23,4,0,0,11.1,0,0,11.1,0,0
1,23,5,0,0,11.1,0,0,11.1,0,0
1,23,6,0,0,11.1,0,0,11.1,0,0
1,23,7,146,34,10.6,0,105.936,11.741,90.404,83.074
1,23,8,502,71,12.8,0,385.759,26.736,320.212,307.14
1,23,9,657,97,15,0,626.679,39.165,499.441,480.642
1,23,10,745,115,16.7,1,813.976,42.237,642.198,618.054
1,23,11,767,125,17.8,3.6,901.4,38.129,727.03,699.381
1,23,12,776,125,17.8,3.6,914.828,38.6,736.169,708.128
1,23,13,747,118,17.8,4.1,833.28,36.042,678.541,652.926
1,23,14,679,101,17.8,4.6,667.919,31.565,553.598,532.853
1,23,15,534,75,17.8,4.6,429.184,26.432,358.827,344.614
1,23,16,226,42,16.7,3.6,151.554,19.597,125.276,117.19
1,23,17,2,3,15,3.1,3.245,13.767,2.831,0
1,23,18,0,0,15,1.5,0,15,0,0
1,23,19,0,0,15,2.1,0,15,0,0
1,23,20,0,0,13.9,0,0,13.9,0,0
1,23,21,0,0,13.9,1.5,0,13.9,0,0
1,23,22,0,0,13.3,2.6,0,13.3,0,0
1,23,23,0,0,13.3,1,0,13.3,0,0
1,24,0,0,0,12.8,1,0,12.8,0,0
1,24,1,0,0,11.7,1,0,11.7,0,0
1,24,2,0,0,11.1,0,0,11.1,0,0
1,24,3,0,0,11.1,0,0,11.1,0,0
1,24,4,0,0,10,1.5,0,10,0,0
1,24,5,0,0,10,0,0,10,0,0
1,24,6,0,0,9.4,0,0,9.4,0,0
1,24,7,54,38,11.7,0,65.997,10.557,58.233,51.562
1,24,8,333,95,15.6,2.6,313.791,21.961,267.721,256.119
1,24,9,490,152,17.8,2.6,559.614,30.894,465.13,447.512
1,24,10,515,185,20,2.1,687.181,37.867,554.463,533.686
1,24,11,548,209,21.1,1.5,785.105,43.662,615.741,592.64
1,24,12,443,272,22.2,2.1,745.523,42.097,589.473,567.384
1,24,13,355,265,22.8,1,632.672,43.392,496.668,477.966
1,24,14,115,209,21.1,4.1,324.835,28.025,274.862,263.066
1,24,15,226,134,20,2.1,298.271,27.211,250.592,239.449
1,24,16,44,51,18.3,3.1,71.847,19.169,61.856,55.113
1,24,17,0,2,16.7,2.6,1.828,15.178,1.645,0
1,24,18,0,0,17.2,2.1,0,17.2,0,0
1,24,19,0,0,17.2,2.6,0,17.2,0,0
1,24,20,0,0,16.7,1.5,0,16.7,0,0
1,24,21,0,0,15.6,1.5,0,15.6,0,0
1,24,22,0,0,15.6,3.1,0,15.6,0,0
1,24,23,0,0,15.6,2.6,0,15.6,0,0
1,25,0,0,0,14.4,2.6,0,14.4,0,0
1,25,1,0,0,14.4,3.6,0,14.4,0,0
1,25,2,0,0,14.4,1,0,14.4,0,0
1,25,3,0,0,12.8,2.6,0,12.8,0,0
1,25,4,0,0,12.8,3.6,0,12.8,0,0
1,25,5,0,0,13.9,3.1,0,13.9,0,0
1,25,6,0,1,13.9,2.1,0.914,11.939,0.834,0
1,25,7,1,22,13.9,2.1,19.825,12.456,18.011,12.116
1,25,8,5,110,14.4,3.6,110.195,15.366,98.966,91.454
1,25,9,4,141,15,4.1,135.948,16.69,121.457,113.455
1,25,10,8,208,17.2,2.1,207.364,21.375,181.359,171.971
1,25,11,16,246,18.9,0,254.099,28.715,214.702,204.489
1,25,12,237,260,20,2.1,516.889,32.648,428.461,412.061
1,25,13,415,226,21.1,0,639.563,46.127,494.962,476.32
1,25,14,73,156,19.4,5.2,214.911,23.273,185.988,176.488
1,25,15,2,118,18.3,4.1,115.111,19.805,101.383,93.818
1,25,16,1,42,17.8,3.6,39.594,17.42,35.227,29.006
1,25,17,0,5,16.7,3.1,4.57,15.24,4.111,0
1,25,18,0,0,17.2,3.1,0,17.2,0,0
1,25,19,0,0,16.7,2.1,0,16.7,0,0
1,25,20,0,0,16.7,3.1,0,16.7,0,0
1,25,21,0,0,16.7,5.2,0,16.7,0,0
1,25,22,0,0,16.1,5.7,0,16.1,0,0
1,25,23,0,0,15.6,5.2,0,15.6,0,0
1,26,0,0,0,15,4.6,0,15,0,0
1,26,1,0,0,15,3.6,0,15,0,0
1,26,2,0,0,15,3.1,0,15,0,0
1,26,3,0,0,14.4,2.6,0,14.4,0,0
1,26,4,0,0,13.3,2.1,0,13.3,0,0
1,26,5,0,0,12.8,1,0,12.8,0,0
1,26,6,1,0,12.2,0,0.226,8.17,0.153,0
1,26,7,303,29,13.3,3.1,154.74,15.321,126.042,117.938
1,26,8,647,53,15,3.1,443.08,24.306,370.78,356.203
1,26,9,784,70,16.7,1.5,685.735,35.943,555.058,534.259
1,26,10,847,83,18.3,0,861.496,51.224,648.409,624.017
1,26,11,789,116,18.9,3.1,907.998,40.454,723.844,696.331
1,26,12,817,99,19.4,4.6,920.194,38.366,741.379,713.113
1,26,13,846,84,18.9,4.6,879.259,37.069,712.341,685.317
1,26,14,681,78,18.9,4.1,641.177,33.033,527.649,507.849
1,26,15,581,67,17.2,5.2,450.219,25.542,377.91,363.114
1,26,16,370,37,16.7,5.2,205.178,20.054,167.068,158.021
1,26,17,18,5,15.6,4.1,9.047,14.711,7.191,1.495
1,26,18,0,0,15,3.6,0,15,0,0
1,26,19,0,0,14.4,2.6,0,14.4,0,0
1,26,20,0,0,14.4,0,0,14.4,0,0
1,26,21,0,0,14.4,0,0,14.4,0,0
1,26,22,0,0,14.4,0,0,14.4,0,0
1,26,23,0,0,12.8,0,0,12.8,0,0
1,27,0,0,0,12.2,0,0,12.2,0,0
1,27,1,0,0,11.7,1.5,0,11.7,0,0
1,27,2,0,0,11.1,2.6,0,11.1,0,0
1,27,3,0,0,11.1,1.5,0,11.1,0,0
1,27,4,0,0,11.1,1.5,0,11.1,0,0
1,27,5,0,0,11.1,2.6,0,11.1,0,0
1,27,6,1,1,11.1,2.1,1.138,9.105,0.995,0
1,27,7,207,34,11.7,0,125.131,13.767,104.282,96.656
1,27,8,452,79,13.3,2.6,361.031,21.012,308.146,295.421
1,27,9,619,119,15.6,2.6,623.966,30.418,519.439,499.933
1,27,10,463,183,17.2,2.1,639.986,34.152,526.03,506.288
1,27,11,181,318,18.3,2.1,533.07,32.564,442.069,425.223
1,27,12,119,292,18.3,1.5,425.04,30.673,355.749,341.628
1,27,13,40,297,18.3,3.1,357.764,26.266,305.8,293.141
1,27,14,520,164,18.9,4.1,613.874,31.429,509.746,490.584
1,27,15,251,118,18.3,5.7,293.503,23.3,250.839,239.69
1,27,16,64,51,16.1,4.6,84.293,16.968,72.873,65.906
1,27,17,2,6,16.1,5.2,5.98,15.04,5.276,0
1,27,18,0,0,15.6,3.1,0,15.6,0,0
1,27,19,0,0,15.6,2.1,0,15.6,0,0
1,27,20,0,0,15.6,3.1,0,15.6,0,0
1,27,21,0,0,15,2.1,0,15,0,0
1,27,22,0,0,15,2.6,0,15,0,0
1,27,23,0,0,15,1.5,0,15,0,0
1,28,0,0,0,15,0,0,15,0,0
1,28,1,0,0,15,0,0,15,0,0
1,28,2,0,0,15,1.5,0,15,0,0
1,28,3,0,0,15,2.1,0,15,0,0
1,28,4,0,0,14.4,0,0,14.4,0,0
1,28,5,0,0,14.4,1.5,0,14.4,0,0
1,28,6,0,0,14.4,0,0,14.4,0,0
1,28,7,1,23,14.4,2.6,20.711,13.095,18.764,12.855
1,28,8,129,107,14.4,0,191.87,19.877,166.642,157.606
1,28,9,35,221,15.6,2.6,248.183,20.676,217.568,207.282
1,28,10,76,239,17.2,2.1,317.522,24.667,273.38,261.624
1,28,11,6,281,17.2,1.5,282.526,24.723,243.286,232.336
1,28,12,5,140,16.1,5.2,132.791,17.793,118.066,110.14
1,28,13,0,201,16.1,5.2,191.333,18.681,169.433,160.331
1,28,14,6,247,15.6,5.2,254.452,19.478,224.481,214.019
1,28,15,4,68,15.6,5.7,63.085,15.869,56.523,49.886
1,28,16,2,32,15,4.1,29.149,14.242,26.262,20.212
1,28,17,0,4,15,4.1,3.656,13.609,3.313,0
1,28,18,0,0,14.4,3.6,0,14.4,0,0
1,28,19,0,0,14.4,3.6,0,14.4,0,0
1,28,20,0,0,14.4,3.1,0,14.4,0,0
1,28,21,0,0,13.9,2.1,0,13.9,0,0
1,28,22,0,0,12.8,2.6,0,12.8,0,0
1,28,23,0,0,12.8,2.1,0,12.8,0,0
1,29,0,0,0,12.2,2.6,0,12.2,0,0
1,29,1,0,0,12.2,0,0,12.2,0,0
1,29,2,0,0,12.2,1.5,0,12.2,0,0
1,29,3,0,0,11.7,1.5,0,11.7,0,0
1,29,4,0,0,11.1,0,0,11.1,0,0
1,29,5,0,0,11.1,0,0,11.1,0,0
1,29,6,6,1,11.1,0,2.237,7.088,1.739,0
1,29,7,81,46,11.1,0,84.727,10.793,74.152,67.159
1,29,8,360,123,11.7,3.1,351.036,18.655,304.336,291.719
1,29,9,639,106,14.4,2.1,624.82,30.208,520.602,501.055
1,29,10,631,119,15.6,1,721.686,38.575,580.163,558.427
1,29,11,627,170,17.8,4.1,825.082,35.496,674.333,648.891
1,29,12,830,81,17.8,5.2,904.019,35.028,740.563,712.332
1,29,13,591,124,17.8,5.2,706.283,31.416,588.469,566.418
1,29,14,659,124,17.8,5.2,684.601,30.701,570.218,548.856
1,29,15,472,96,17.2,5.2,414.127,24.921,349.688,335.749
1,29,16,430,35,16.1,3.6,227.295,20.682,184.007,174.555
1,29,17,40,6,14.4,2.1,15.308,13.633,11.701,5.923
1,29,18,0,0,14.4,2.1,0,14.4,0,0
1,29,19,0,0,13.9,3.1,0,13.9,0,0
1,29,20,0,0,13.9,1.5,0,13.9,0,0
1,29,21,0,0,13.9,1,0,13.9,0,0
1,29,22,0,0,12.8,2.6,0,12.8,0,0
1,29,23,0,0,12.2,2.1,0,12.2,0,0
1,30,0,0,0,11.7,3.1,0,11.7,0,0
1,30,1,0,0,11.7,2.1,0,11.7,0,0
1,30,2,0,0,11.1,2.1,0,11.1,0,0
1,30,3,0,0,10.6,1.5,0,10.6,0,0
1,30,4,0,0,9.4,0,0,9.4,0,0
1,30,5,0,0,8.9,3.1,0,8.9,0,0
1,30,6,7,1,8.9,1.5,2.444,6.688,1.877,0
1,30,7,363,27,8.9,0,171.643,13.159,139.95,131.534
1,30,8,704,46,12.8,1,466.586,26.295,386.463,371.402
1,30,9,728,79,15,1.5,656.151,33.585,537.518,517.361
1,30,10,790,83,17.8,2.6,814.115,37.881,656.654,631.93
1,30,11,854,75,18.9,1.5,914.108,45.361,710.611,683.66
1,30,12,900,79,19.4,5.7,969.88,37.019,786.724,756.461
1,30,13,880,74,18.3,4.6,893.828,36.848,725.015,697.452
1,30,14,824,65,18.3,5.7,734.123,31.652,608.215,585.407
1,30,15,727,50,18.3,5.2,519.014,28.106,429.91,413.463
1,30,16,480,32,17.8,4.1,241.791,22.697,193.189,183.513
1,30,17,43,7,15.6,3.6,16.91,14.954,12.909,7.109
1,30,18,0,0,15,4.1,0,15,0,0
1,30,19,0,0,15,1.5,0,15,0,0
1,30,20,0,0,14.4,2.6,0,14.4,0,0
1,30,21,0,0,13.9,2.6,0,13.9,0,0
1,30,22,0,0,12.8,2.1,0,12.8,0,0
1,30,23,0,0,12.8,2.6,0,12.8,0,0
1,31,0,0,0,11.7,1.5,0,11.7,0,0
1,31,1,0,0,10.6,2.1,0,10.6,0,0
1,31,2,0,0,9.4,2.6,0,9.4,0,0
1,31,3,0,0,8.3,2.6,0,8.3,0,0
1,31,4,0,0,7.8,3.1,0,7.8,0,0
1,31,5,0,0,7.8,2.6,0,7.8,0,0
1,31,6,0,0,11.7,2.6,0,11.7,0,0
1,31,7,0,44,12.2,2.6,43.905,11.45,40.163,33.847
1,31,8,8,89,11.7,1.5,87.249,12.268,79.375,72.274
1,31,9,596,134,13.3,2.6,623.729,27.405,526.986,507.21
1,31,10,298,280,16.7,3.1,592.85,30.622,495.956,477.279
1,31,11,418,268,18.3,3.1,715.036,34.91,586.146,564.184
1,31,12,522,245,20,2.1,808.64,41.327,641.927,617.794
1,31,13,668,161,18.9,5.2,819.688,34.518,672.742,647.365
1,31,14,675,111,18.3,4.1,684.155,33.229,562.898,541.809
1,31,15,532,81,17.2,5.2,440.218,25.418,370.542,355.973
1,31,16,301,53,15.6,3.6,194.724,19.498,161.013,152.11
1,31,17,21,8,14.4,2.6,12.421,13.467,10.118,4.369
1,31,18,0,0,13.3,2.6,0,13.3,0,0
1,31,19,0,0,13.3,2.6,0,13.3,0,0
1,31,20,0,0,13.3,0,0,13.3,0,0
1,31,21,0,0,13,0,0,13,0,0
1,31,22,0,0,12.7,0,0,12.7,0,0
1,31,23,0,0,12.4,0,0,12.4,0,0
2,1,0,0,0,12,0,0,12,0,0
2,1,1,0,0,11.7,0,0,11.7,0,0
2,1,2,0,0,11.4,0,0,11.4,0,0
2,1,3,0,0,11.1,0,0,11.1,0,0
2,1,4,0,0,10.6,0,0,10.6,0,0
2,1,5,0,0,10,0,0,10,0,0
2,1,6,7,1,10,2.1,2.421,8.03,1.843,0
2,1,7,356,30,11.1,0,172.406,15.423,139.521,131.114
2,1,8,668,53,13.9,0,455.058,30.838,369.171,354.644
2,1,9,789,70,15.6,1.5,691.596,35.086,562.314,541.247
2,1,10,735,119,17.2,1.5,814.694,40.742,647.819,623.451
2,1,11,712,135,17.2,2.6,867.977,38.977,697.191,670.803
2,1,12,570,195,17.2,5.7,798.432,31.666,664.986,639.925
2,1,13,708,187,16.7,5.7,883.784,32.602,732.213,704.342
2,1,14,595,135,16.1,5.2,648.711,28.583,546.068,525.6
2,1,15,536,84,16.1,4.6,446.499,25.035,376.597,361.842
2,1,16,429,39,15.6,4.6,232.501,19.789,189.547,179.96
2,1,17,14,11,14.4,4.1,13.447,13.647,11.419,5.646
2,1,18,0,0,14.4,4.6,0,14.4,0,0
2,1,19,0,0,13.9,4.1,0,13.9,0,0
2,1,20,0,0,13.3,3.6,0,13.3,0,0
2,1,21,0,0,13.3,1.5,0,13.3,0,0
2,1,22,0,0,13.3,0,0,13.3,0,0
2,1,23,0,0,12.2,2.1,0,12.2,0,0
2,2,0,0,0,11.7,1.5,0,11.7,0,0
2,2,1,0,0,11.7,0,0,11.7,0,0
2,2,2,0,0,11.1,1.5,0,11.1,0,0
2,2,3,0,0,10.6,2.1,0,10.6,0,0
2,2,4,0,0,9.4,1.5,0,9.4,0,0
2,2,5,0,0,9.4,2.1,0,9.4,0,0
2,2,6,0,0,9.4,3.1,0,9.4,0,0
2,2,7,22,40,10.6,3.1,48.738,9.996,43.894,37.506
2,2,8,303,114,11.7,2.6,306.729,17.824,267.179,255.592
2,2,9,403,157,13.9,2.6,500.542,25.584,427.02,410.667
2,2,10,554,186,16.7,0,725.055,44.57,565.481,544.295
2,2,11,626,194,17.2,4.1,852.298,35.485,696.654,670.288
2,2,12,633,196,16.7,2.6,866.868,38.567,697.812,671.398
2,2,13,601,184,16.7,4.1,779.513,33.753,642.239,618.093
2,2,14,526,157,16.7,5.2,613.877,28.365,517.465,498.029
2,2,15,382,115,16.7,3.6,382.377,25.23,323.307,310.146
2,2,16,103,62,15.6,4.1,112.028,17.348,96.107,88.655
2,2,17,1,6,15,3.6,5.725,13.777,5.129,0
2,2,18,0,0,14.4,3.6,0,14.4,0,0
2,2,19,0,0,14.4,1.5,0,14.4,0,0
2,2,20,0,0,14.4,1.5,0,14.4,0,0
2,2,21,0,0,14.4,0,0,14.4,0,0
2,2,22,0,0,13.9,0,0,13.9,0,0
2,2,23,0,0,13.3,2.1,0,13.3,0,0
2,3,0,0,0,12.2,1.5,0,12.2,0,0
2,3,1,0,0,11.1,2.6,0,11.1,0,0
2,3,2,0,0,11.7,0,0,11.7,0,0
2,3,3,0,0,10.6,0,0,10.6,0,0
2,3,4,0,0,10,0,0,10,0,0
2,3,5,0,0,9.4,3.1,0,9.4,0,0
2,3,6,1,2,9.4,2.6,2.04,7.529,1.84,0
2,3,7,178,44,12.2,2.1,125.228,13.631,105.677,98.02
2,3,8,465,80,15.6,3.6,374.28,22.849,316.899,303.923
2,3,9,574,139,18.9,4.1,608.315,31.344,504.434,485.46
2,3,10,598,165,21.1,4.1,746.816,36.881,605.611,582.903
2,3,11,646,206,22.8,2.6,884.424,44.58,690.419,664.313
2,3,12,681,180,21.1,4.1,897.156,40.521,715.112,687.97
2,3,13,628,167,19.4,4.6,792.289,35.786,646.259,621.953
2,3,14,398,193,19.4,2.6,539.943,33.276,444.743,427.808
2,3,15,378,143,20,3.6,401.524,28.783,334.166,320.687
2,3,16,98,73,16.7,5.2,124.207,18.424,106.626,98.949
2,3,17,2,8,15.6,2.6,7.792,14.361,6.927,1.236
2,3,18,0,0,16.1,1.5,0,16.1,0,0
2,3,19,0,0,16.1,0,0,16.1,0,0
2,3,20,0,0,16.1,0,0,16.1,0,0
2,3,21,0,0,16.7,2.6,0,16.7,0,0
2,3,22,0,0,16.7,2.1,0,16.7,0,0
2,3,23,0,0,16.1,3.6,0,16.1,0,0
2,4,0,0,0,15.6,0,0,15.6,0,0
2,4,1,0,0,15.6,2.6,0,15.6,0,0
2,4,2,0,0,16.1,4.1,0,16.1,0,0
2,4,3,0,0,14.4,3.1,0,14.4,0,0
2,4,4,0,0,15.6,3.6,0,15.6,0,0
2,4,5,0,0,14.4,0,0,14.4,0,0
2,4,6,0,0,14.4,0,0,14.4,0,0
2,4,7,7,39,16.1,1.5,38.933,15.111,34.735,28.524
2,4,8,65,132,17.8,4.6,175.033,20.095,152.836,144.123
2,4,9,65,191,19.4,2.6,246.223,24.407,211.979,201.835
2,4,10,90,202,20.6,3.6,299.744,26.464,255.883,244.6
2,4,11,48,250,23.3,4.6,303.671,28.787,256.495,245.195
2,4,12,374,353,23.9,1.5,777.127,44.853,605.887,583.169
2,4,13,238,276,23.9,3.6,523.462,35.856,426.997,410.645
2,4,14,246,221,23.9,2.1,452.98,35.697,369.045,354.522
2,4,15,38,97,21.7,0,118.207,28.605,99.436,91.913
2,4,16,6,30,22.8,1.5,28.976,22.213,25.036,19.01
2,4,17,0,7,21.1,0,6.177,18.135,5.484,0
2,4,18,0,0,21.1,1.5,0,21.1,0,0
2,4,19,0,0,21.1,3.1,0,21.1,0,0
2,4,20,0,0,20,1.5,0,20,0,0
2,4,21,0,0,19.4,0,0,19.4,0,0
2,4,22,0,0,18.9,0,0,18.9,0,0
2,4,23,0,0,18.3,5.2,0,18.3,0,0
2,5,0,0,0,19.4,4.6,0,19.4,0,0
2,5,1,0,0,18.9,1.5,0,18.9,0,0
2,5,2,0,0,18.3,3.1,0,18.3,0,0
2,5,3,0,0,17.8,2.6,0,17.8,0,0
2,5,4,0,0,17.2,3.6,0,17.2,0,0
2,5,5,0,0,15.6,2.6,0,15.6,0,0
2,5,6,0,2,15,4.1,1.828,13.52,1.657,0
2,5,7,1,31,14.4,4.1,27.831,13.474,25.188,19.158
2,5,8,0,70,13.9,3.1,62.798,13.769,56.857,50.214
2,5,9,2,90,13.3,4.6,82.055,13.658,74.317,67.321
